collection_id	collection_name	abundance_rank	genome_id	genome_name	relative_abundance
7	Freshwater Virome - Lake Surface Water	192	GCF_002613105.1	Streptomyces phage Rima, complete genome	0.00019254109155639694
7	Freshwater Virome - Lake Surface Water	161	GCF_002614425.1	Coliphage ID52, complete genome	0.026190439470161354
7	Freshwater Virome - Lake Surface Water	100	GCF_002615465.1	Staphylococcus phage SCH1, complete genome	0.0021170061271103286
7	Freshwater Virome - Lake Surface Water	176	GCF_002618845.1	Coliphage WA45, complete genome	0.0020357651288226363
7	Freshwater Virome - Lake Surface Water	167	GCF_002618865.1	Coliphage NC35, complete genome	0.00011985455248609506
7	Freshwater Virome - Lake Surface Water	170	GCF_002618885.1	Coliphage ID21, complete genome	0.0032957108579877133
7	Freshwater Virome - Lake Surface Water	177	GCF_002618905.1	Coliphage NC28, complete genome	0.00021273755710966402
7	Freshwater Virome - Lake Surface Water	180	GCF_002618925.1	Coliphage NC29, complete genome	0.00029375270065490713
7	Freshwater Virome - Lake Surface Water	174	GCF_002618965.1	Coliphage ID62, complete genome	0.00015908234638711529
7	Freshwater Virome - Lake Surface Water	5	GCF_002620725.1	Vibrio phage pVco-5, complete genome	0.018256298937205744
7	Freshwater Virome - Lake Surface Water	186	GCF_002621025.1	Thermus phage phiOH3 genomic DNA, complete genome	0.00029690978935657336
7	Freshwater Virome - Lake Surface Water	70	GCF_002622325.1	Aeromonas phage phiA8-29, complete genome	0.020187471779790796
7	Freshwater Virome - Lake Surface Water	2	GCF_002623585.1	Acinetobacter phage WCHABP5, complete genome	0.0024423610301495488
7	Freshwater Virome - Lake Surface Water	99	GCF_002623605.1	Pseudomonas phage vB_PaeM_G1, complete genome	0.06889467494155715
7	Freshwater Virome - Lake Surface Water	41	GCF_002623685.1	Synechococcus phage S-H35, complete genome	0.002656197571627337
7	Freshwater Virome - Lake Surface Water	134	GCF_002624325.1	Erwinia phage vB_EamM_Deimos-Minion, complete genome	0.013845011544236323
7	Freshwater Virome - Lake Surface Water	66	GCF_002624465.1	Escherichia coli O157 typing phage 1, complete genome	0.0017445573346150426
7	Freshwater Virome - Lake Surface Water	10	GCF_002624965.1	Pseudomonas phage Phabio, complete genome	0.00030672165121945876
7	Freshwater Virome - Lake Surface Water	8	GCF_002628025.1	Klebsiella phage 2044-307w, complete genome	0.0326556520711034
7	Freshwater Virome - Lake Surface Water	74	GCF_002633435.1	Azobacteroides phage ProJPt-Bp1 DNA, complete sequence	0.00015184182348355367
7	Freshwater Virome - Lake Surface Water	39	GCF_002743955.1	Mycobacterium phage Kumao, complete genome	2.861069705851125e-05
7	Freshwater Virome - Lake Surface Water	103	GCF_002744185.1	Gordonia phage Lennon, complete genome	0.0031901549494645757
7	Freshwater Virome - Lake Surface Water	142	GCF_002921755.1	Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome	1.25666746789818e-05
7	Freshwater Virome - Lake Surface Water	20	GCF_002956465.1	Corynebacterium phage C3PO, complete genome	0.0057600371138086
7	Freshwater Virome - Lake Surface Water	26	GCF_002957125.1	Proteus phage PM87, complete genome	0.0018101413354266022
7	Freshwater Virome - Lake Surface Water	45	GCF_002957145.1	Escherichia phage DTL, complete genome	0.0001581090352049374
7	Freshwater Virome - Lake Surface Water	33	GCF_002957185.1	Pseudomonas phage uligo, complete genome	0.000752126025896402
7	Freshwater Virome - Lake Surface Water	141	GCF_002957385.1	Escherichia phage VEc3, complete genome	0.0132719017363833
7	Freshwater Virome - Lake Surface Water	184	GCF_002957465.1	Ralstonia phage RSIBR3, complete genome	0.00296164659496265
7	Freshwater Virome - Lake Surface Water	83	GCF_002958715.1	Gordonia phage Flapper, complete genome	0.0026749998304434267
7	Freshwater Virome - Lake Surface Water	131	GCF_002990725.1	Yersinia phage fPS-59 genome assembly, complete genome: monopartite	0.0010375173890438474
7	Freshwater Virome - Lake Surface Water	87	GCF_003012625.1	Streptococcus phage L5A1, complete genome	0.0003720239575409694
7	Freshwater Virome - Lake Surface Water	43	GCF_003034585.1	Enterobacter phage myPSH1140, complete genome	0.00027427307721024737
7	Freshwater Virome - Lake Surface Water	35	GCF_003094335.1	Dickeya phage Ninurta, complete genome	0.028799019552063886
7	Freshwater Virome - Lake Surface Water	89	GCF_003181255.1	Klebsiella phage KP32_isolate 195, complete genome	0.025204962959619263
7	Freshwater Virome - Lake Surface Water	82	GCF_003285285.1	Salmonella phage SP1, partial genome	0.00025256136007660964
7	Freshwater Virome - Lake Surface Water	111	GCF_003328985.1	Salmonella phage LVR16A, partial genome	1.7629086138575775e-05
7	Freshwater Virome - Lake Surface Water	76	GCF_003344285.1	Vibrio phage 1.097.O._10N.286.49.B3, partial genome	0.0032288452742894377
7	Freshwater Virome - Lake Surface Water	110	GCF_003364755.1	Gordonia phage Ribeye, complete genome	0.00016004795428740923
7	Freshwater Virome - Lake Surface Water	139	GCF_003365115.1	Gordonia phage Rofo, complete genome	0.0002838149185619726
7	Freshwater Virome - Lake Surface Water	13	GCF_003441355.1	Vibrio phage vB_VpaP_KF1, complete genome	0.00259209345360287
7	Freshwater Virome - Lake Surface Water	154	GCF_003443075.1	Vibrio phage vB_VpS_PG07, complete genome	2.721874871258695e-05
7	Freshwater Virome - Lake Surface Water	9	GCF_003443175.1	Klebsiella phage TAH8, complete genome	0.00042508570106327364
7	Freshwater Virome - Lake Surface Water	18	GCF_003443455.1	Salmonella virus VSt10, complete genome	0.0001961065112334638
7	Freshwater Virome - Lake Surface Water	36	GCF_003575565.1	Escherichia phage PGN829.1, complete genome	0.0030907912831922863
7	Freshwater Virome - Lake Surface Water	152	GCF_003575705.1	Escherichia phage LL2, complete genome	0.0020733266512255465
7	Freshwater Virome - Lake Surface Water	98	GCF_003575725.1	Escherichia phage LL11, complete genome	1.3977236868951183e-05
7	Freshwater Virome - Lake Surface Water	88	GCF_003606075.1	Enterobacteria phage Kha5h, complete genome	0.00022854466396656547
7	Freshwater Virome - Lake Surface Water	92	GCF_003613135.1	Klebsiella phage KP179, complete genome	0.002774515694660898
7	Freshwater Virome - Lake Surface Water	67	GCF_003613605.1	Enterobacter phage phiT5282H, complete genome	0.001440206662060016
7	Freshwater Virome - Lake Surface Water	107	GCF_003691795.1	Salmonella phage STG2, complete genome	0.002185643147328735
7	Freshwater Virome - Lake Surface Water	102	GCF_003723395.1	Corynebacterium phage Kimchi1738, complete genome	0.00014218514104260578
7	Freshwater Virome - Lake Surface Water	200	GCF_003848205.1	Alces alces faeces associated microvirus MP18 4940, complete genome	0.00010347424498881972
7	Freshwater Virome - Lake Surface Water	52	GCF_003865855.1	Pseudomonas phage vB_PaeM_LCK69, complete genome	1.0723710324290685e-05
7	Freshwater Virome - Lake Surface Water	59	GCF_003866075.1	Streptococcus phage CHPC919, complete genome	0.0003331624426497191
7	Freshwater Virome - Lake Surface Water	17	GCF_003866315.1	Streptococcus phage CHPC1029, complete genome	0.0002630547477273763
7	Freshwater Virome - Lake Surface Water	71	GCF_003866495.1	Streptococcus phage CHPC1062, complete genome	0.00030116489758917544
7	Freshwater Virome - Lake Surface Water	121	GCF_003866655.1	Streptococcus phage CHPC1230, complete genome	1.924312963725153e-05
7	Freshwater Virome - Lake Surface Water	34	GCF_003866775.1	Streptococcus phage CHPC930, complete genome	2.4455594993805323e-05
7	Freshwater Virome - Lake Surface Water	114	GCF_003866915.1	Streptococcus phage CHPC1152, complete genome	0.0016572578305575154
7	Freshwater Virome - Lake Surface Water	120	GCF_003925205.1	Streptococcus phage SW11, complete genome	0.000892951984992769
7	Freshwater Virome - Lake Surface Water	158	GCF_003925465.1	Streptococcus phage SW27, complete genome	0.0011206752750502222
7	Freshwater Virome - Lake Surface Water	113	GCF_003925745.1	Streptococcus phage SW7, complete genome	0.00031156648781841483
7	Freshwater Virome - Lake Surface Water	95	GCF_004015545.1	Klebsiella phage KpKT21phi1, complete genome	0.004375495857266064
7	Freshwater Virome - Lake Surface Water	44	GCF_004015585.1	Acinetobacter phage AbTZA1, complete genome	0.0017330563100714147
7	Freshwater Virome - Lake Surface Water	11	GCF_004015945.1	Pseudomonas phage EPa61, complete genome	0.0007028422014300605
7	Freshwater Virome - Lake Surface Water	46	GCF_004149165.1	Streptomyces phage Vash, complete genome	9.242510967297556e-05
7	Freshwater Virome - Lake Surface Water	15	GCF_004338395.1	Escherichia phage HZP2, partial genome	0.00042839114395135087
7	Freshwater Virome - Lake Surface Water	21	GCF_005145565.1	Gordonia phage SmokingBunny, complete genome	0.00024979462157519237
7	Freshwater Virome - Lake Surface Water	138	GCF_005892705.1	Pseudomonas phage R26 DNA, complete genome	0.00028323298784470807
7	Freshwater Virome - Lake Surface Water	143	GCF_006384735.1	Serratia phage Moabite, complete genome	0.000711978143342273
7	Freshwater Virome - Lake Surface Water	27	GCF_006529775.1	Pseudomonas phage vB_PaM_EPA1, complete genome	0.0015307555007885742
7	Freshwater Virome - Lake Surface Water	56	GCF_006964405.1	Achromobacter phage vB_AxyP_19-32_Axy11, complete genome	0.0003645445505318803
7	Freshwater Virome - Lake Surface Water	149	GCF_008214325.1	Shigella phage JK45, complete genome	3.982939546643469e-05
7	Freshwater Virome - Lake Surface Water	48	GCF_008214525.1	Klebsiella phage Sin4, complete genome	0.0009091320431712088
7	Freshwater Virome - Lake Surface Water	49	GCF_008214725.1	Salmonella phage Shelanagig, complete genome	0.00349951059368
7	Freshwater Virome - Lake Surface Water	85	GCF_008214965.1	Escherichia phage Paul, complete genome	9.688571347319672e-05
7	Freshwater Virome - Lake Surface Water	148	GCF_008222785.1	Salmonella phage SE24, complete genome	0.00324789810009163
7	Freshwater Virome - Lake Surface Water	3	GCF_008704675.1	Salmonella phage 2-3, complete genome	0.02059449631388537
7	Freshwater Virome - Lake Surface Water	136	GCF_008801235.1	Clostridium phage CPD2, complete genome	0.012214525121453398
7	Freshwater Virome - Lake Surface Water	198	GCF_008939465.1	Arthrobacter phage TripleJ, complete genome	5.857637656604181e-05
7	Freshwater Virome - Lake Surface Water	191	GCF_008939645.1	Mycobacterium phage Anthony, complete genome	0.001776373095280219
7	Freshwater Virome - Lake Surface Water	40	GCF_009388345.1	Acinetobacter phage VB_ApiP_XC38, complete genome	0.00010814321133176297
7	Freshwater Virome - Lake Surface Water	130	GCF_009388365.1	Vibrio phage phi50-12, complete genome	0.00018992770161030967
7	Freshwater Virome - Lake Surface Water	16	GCF_009388445.1	Salmonella virus VSe101, complete genome	0.00021474543050807856
7	Freshwater Virome - Lake Surface Water	183	GCF_009800845.1	Pseudomonas phage pf8_ST274-AUS411, complete genome	3.8294865031833954e-05
7	Freshwater Virome - Lake Surface Water	153	GCF_009800865.1	Acinetobacter phage vB_AbaP_Berthold, complete genome	0.0017205012451179153
7	Freshwater Virome - Lake Surface Water	122	GCF_009800885.1	Acinetobacter phage vB_AbaP_Apostate, complete genome	0.00022096779852211
7	Freshwater Virome - Lake Surface Water	156	GCF_009859595.1	Klebsiella phage KP1801, complete genome	0.00032942437975892443
7	Freshwater Virome - Lake Surface Water	7	GCF_010120345.1	Escherichia phage haarsle, complete genome	0.0031903276077635935
7	Freshwater Virome - Lake Surface Water	25	GCF_011756455.1	Phage NBEco003, complete genome	0.0013778863450467427
7	Freshwater Virome - Lake Surface Water	84	GCF_011756495.1	Phage NBSal003, complete genome	0.0021971793528808114
7	Freshwater Virome - Lake Surface Water	19	GCF_011756705.1	Salmonella phage allotria, complete genome	0.0026418691067969144
7	Freshwater Virome - Lake Surface Water	12	GCF_011756735.1	Salmonella phage atrejo, complete genome	0.021270374880993363
7	Freshwater Virome - Lake Surface Water	150	GCF_011895175.1	Salmonella phage faergetype, complete genome	0.0025812541986496265
7	Freshwater Virome - Lake Surface Water	169	GCF_011900995.1	Escherichia phage EC6098, complete genome	0.00032684244298954596
7	Freshwater Virome - Lake Surface Water	105	GCF_013348135.1	Bacillus phage Gxv1, complete genome	0.0002806921762039783
7	Freshwater Virome - Lake Surface Water	38	GCF_013387985.1	Gordonia Phage Barsten, complete genome	0.00024063598276680194
7	Freshwater Virome - Lake Surface Water	188	GCF_013403605.1	Ralstonia phage RSBg, complete genome	0.0026480395390554956
7	Freshwater Virome - Lake Surface Water	24	GCF_013426535.1	Escherichia phage vB_EcoM_F1, complete genome	0.002392632836557472
7	Freshwater Virome - Lake Surface Water	69	GCF_014319925.1	Rhizobium phage P9VFCI, complete genome	0.0020203958445297846
7	Freshwater Virome - Lake Surface Water	32	GCF_014488765.1	Microbacterium phage ClearAsMud, complete genome	3.290028327041758e-05
7	Freshwater Virome - Lake Surface Water	137	GCF_015161065.1	CrAssphage cr112_1, complete genome	0.030433278083536068
7	Freshwater Virome - Lake Surface Water	128	GCF_015161165.1	CrAssphage cr60_1, complete genome	0.03414962638481498
7	Freshwater Virome - Lake Surface Water	189	GCF_015992475.1	Erwinia phage PEar6, complete genome	6.0922201704736325e-05
7	Freshwater Virome - Lake Surface Water	51	GCF_016653805.1	Salmonella phage KM16, complete genome	0.0009106572213802798
7	Freshwater Virome - Lake Surface Water	104	GCF_016836195.1	Rhizobium phage RHph_Y65, complete genome	0.011876402495459085
7	Freshwater Virome - Lake Surface Water	195	GCF_018569935.1	SsRNA phage Esthiorhiza.4_5 genomic sequence	0.06780234095475696
7	Freshwater Virome - Lake Surface Water	65	GCF_020495955.1	Erwinia phage AH04, complete genome	0.0009302141691445871
7	Freshwater Virome - Lake Surface Water	60	GCF_020523195.1	Alcaligenes phage vB_AfaP_QDWS595, complete genome	0.017129786114507342
7	Freshwater Virome - Lake Surface Water	108	GCF_021090275.1	Uncultured phage cr54_1, complete genome	0.009761082968550529
7	Freshwater Virome - Lake Surface Water	145	GCF_021090355.1	Uncultured phage cr12_1, complete genome	0.00020693252738393652
7	Freshwater Virome - Lake Surface Water	126	GCF_021090375.1	Uncultured phage cr19_1, complete genome	1.1598253711825435e-05
7	Freshwater Virome - Lake Surface Water	57	GCF_021355455.1	Yersinia phage PYps16N, complete genome	0.00024325180896431987
7	Freshwater Virome - Lake Surface Water	96	GCF_021497815.1	Enterobacter phage vB_EclM_Q7622, complete genome	0.0010876373462951668
7	Freshwater Virome - Lake Surface Water	6	GCF_021536705.1	Escherichia phage SKA49, complete genome	0.00030094119714348306
7	Freshwater Virome - Lake Surface Water	112	GCF_022211095.1	Aeromonas phage BUCT696, complete genome	0.0035226924670316616
7	Freshwater Virome - Lake Surface Water	75	GCF_029685895.1	Pseudomonas phage 20Sep416, complete genome	0.0001892464218169489
7	Freshwater Virome - Lake Surface Water	62	GCF_902150575.1	Escherichia phage ESSI2_ev239 genome assembly, chromosome: 1	5.844188468353308e-05
8	Mouse Gut Virome - Laboratory (C57BL/6)	2	GCF_000819615.1	Escherichia phage phiX174, complete genome	0.0013767249939743524
8	Mouse Gut Virome - Laboratory (C57BL/6)	7	GCF_000838865.1	Bdellovibrio phage phiMH2K, complete genome	0.0038632352806798045
8	Mouse Gut Virome - Laboratory (C57BL/6)	21	GCF_000838905.1	Enterobacteria phage HK620, complete genome	0.31071057312678346
8	Mouse Gut Virome - Laboratory (C57BL/6)	17	GCF_000844825.1	Enterobacteria phage T7, complete genome	0.280855180262425
8	Mouse Gut Virome - Laboratory (C57BL/6)	6	GCF_000864545.1	Enterobacteria phage ID2 Moscow/ID/2001, complete genome	0.03690231611972673
8	Mouse Gut Virome - Laboratory (C57BL/6)	12	GCF_000914375.1	Buzura suppressaria nucleopolyhedrovirus isolate Hubei, complete genome	0.003678011946946039
8	Mouse Gut Virome - Laboratory (C57BL/6)	15	GCF_000926735.1	Bacillus phage CP-51, complete genome	0.00235975087504463
8	Mouse Gut Virome - Laboratory (C57BL/6)	11	GCF_000954695.1	Arthrobacter phage vB_ArtM-ArV1, complete genome	0.03154386788735401
8	Mouse Gut Virome - Laboratory (C57BL/6)	13	GCF_001567015.2	Cnaphalocrocis medinalis granulovirus strain Enping, complete genome	0.004002074803368995
8	Mouse Gut Virome - Laboratory (C57BL/6)	19	GCF_002194445.1	Aphis glycines virus 3 isolate S6-IA, partial genome	0.028645825316848488
8	Mouse Gut Virome - Laboratory (C57BL/6)	4	GCF_002614425.1	Coliphage ID52, complete genome	0.001274186073619887
8	Mouse Gut Virome - Laboratory (C57BL/6)	5	GCF_002618905.1	Coliphage NC28, complete genome	0.0032540319061579942
8	Mouse Gut Virome - Laboratory (C57BL/6)	3	GCF_002618925.1	Coliphage NC29, complete genome	0.00385184670485604
8	Mouse Gut Virome - Laboratory (C57BL/6)	1	GCF_002618965.1	Coliphage ID62, complete genome	0.00023309654244976175
8	Mouse Gut Virome - Laboratory (C57BL/6)	10	GCF_002821805.1	Chenopodium leaf curl virus, complete genome	0.00025257380946851633
8	Mouse Gut Virome - Laboratory (C57BL/6)	9	GCF_003925585.1	Streptococcus phage SWK3, complete genome	0.00044463153364019813
8	Mouse Gut Virome - Laboratory (C57BL/6)	18	GCF_013088015.1	Mus musculus polyomavirus 3 isolate MPoV3/NYC/2015/K003/3347, complete genome	0.00970754620302949
8	Mouse Gut Virome - Laboratory (C57BL/6)	16	GCF_018550935.1	SsRNA phage Gephyllon.1_1 genomic sequence	0.032847240022553084
8	Mouse Gut Virome - Laboratory (C57BL/6)	14	GCF_018589255.1	Chicken smacovirus mg4_881, complete genome	0.00022109458868374045
8	Mouse Gut Virome - Laboratory (C57BL/6)	8	GCF_018589385.1	Chicken smacovirus mg7_67, complete genome	0.21461489343846923
8	Mouse Gut Virome - Laboratory (C57BL/6)	22	GCF_023138025.1	Plasmopara viticola lesion associated ourmia-like virus 24 isolate DMG-B_50766 RNA dependent RNA polymerase (QKR34_gp1) gene, complete cds	0.009995535605631947
8	Mouse Gut Virome - Laboratory (C57BL/6)	20	GCF_023148025.1	Isopteran arli-related virus OKIAV103 genomic sequence	0.019365762958288586
9	Wastewater Virome - Urban Treatment Plant	170	GCF_000819615.1	Escherichia phage phiX174, complete genome	0.0003627974475760216
9	Wastewater Virome - Urban Treatment Plant	292	GCF_000836805.1	Guinea pig Chlamydia phage, complete genome	4.387464391363082e-05
9	Wastewater Virome - Urban Treatment Plant	302	GCF_000837185.1	Amsacta moorei entomopoxvirus 'L', complete genome	3.3245773862558227e-05
9	Wastewater Virome - Urban Treatment Plant	161	GCF_000837805.1	Pseudomonas phage Pf3, complete genome	0.00041153814205723124
9	Wastewater Virome - Urban Treatment Plant	310	GCF_000837925.1	Vibrio phage fs2, complete genome	2.7700660092478133e-05
9	Wastewater Virome - Urban Treatment Plant	28	GCF_000837945.1	Xestia c-nigrum granulovirus, complete genome	0.005694131701572519
9	Wastewater Virome - Urban Treatment Plant	166	GCF_000838605.1	Fowlpox virus, complete genome	0.00039276129548786794
9	Wastewater Virome - Urban Treatment Plant	315	GCF_000838865.1	Bdellovibrio phage phiMH2K, complete genome	2.46903686010065e-05
9	Wastewater Virome - Urban Treatment Plant	178	GCF_000839525.1	Chlamydia phage Chp1, complete genome	0.000324458952681313
9	Wastewater Virome - Urban Treatment Plant	97	GCF_000839665.1	Vibrio phage VfO4K68 DNA, complete genome	0.0010224580451299583
9	Wastewater Virome - Urban Treatment Plant	285	GCF_000839865.1	Spodoptera exigua nucleopolyhedrovirus complete genome	5.824124707889621e-05
9	Wastewater Virome - Urban Treatment Plant	103	GCF_000839985.1	Spiroplasma phage 4, complete genome	0.0009530503787205911
9	Wastewater Virome - Urban Treatment Plant	180	GCF_000840785.1	Genome of phage G4 (coliphage)	0.00032364122218586557
9	Wastewater Virome - Urban Treatment Plant	93	GCF_000841685.1	Canarypox virus, complete genome	0.0011209271914688092
9	Wastewater Virome - Urban Treatment Plant	256	GCF_000841905.1	Ectromelia virus, complete genome	0.00011623982909774784
9	Wastewater Virome - Urban Treatment Plant	119	GCF_000842845.1	Vibrio phage fs1, complete genome	0.0007261724750812647
9	Wastewater Virome - Urban Treatment Plant	299	GCF_000843325.1	Molluscum contagiosum virus subtype 1, complete genome	3.605944372874492e-05
9	Wastewater Virome - Urban Treatment Plant	41	GCF_000844245.1	Bovine adenovirus 3 complete genome	0.0038766928930673225
9	Wastewater Virome - Urban Treatment Plant	82	GCF_000844265.1	Murine adenovirus A, complete genome	0.0012354246866102573
9	Wastewater Virome - Urban Treatment Plant	29	GCF_000845085.1	Human adenovirus C, complete genome	0.005147044467164736
9	Wastewater Virome - Urban Treatment Plant	11	GCF_000845105.1	Fowl adenovirus A, complete genome	0.01420317483088893
9	Wastewater Virome - Urban Treatment Plant	284	GCF_000845325.1	Vibrio phage Vf33, complete genome	5.932680276457846e-05
9	Wastewater Virome - Urban Treatment Plant	274	GCF_000846145.1	Enterobacteria phage alpha3, complete genome	7.212685530781415e-05
9	Wastewater Virome - Urban Treatment Plant	247	GCF_000846205.1	Lymantria dispar MNPV, complete genome	0.0001360381477772595
9	Wastewater Virome - Urban Treatment Plant	138	GCF_000846705.1	Simian adenovirus 3, complete genome	0.0005784091026686636
9	Wastewater Virome - Urban Treatment Plant	248	GCF_000846985.1	Vibrio phage KSF-1phi, complete genome	0.00013171278749550178
9	Wastewater Virome - Urban Treatment Plant	258	GCF_000847185.1	Yaba-like disease virus, complete genome	0.00011548053025774053
9	Wastewater Virome - Urban Treatment Plant	31	GCF_000847265.1	Bovine adenovirus A, complete genome	0.004885038919566631
9	Wastewater Virome - Urban Treatment Plant	287	GCF_000847325.1	Simian adenovirus 1, complete genome	5.4068198594701114e-05
9	Wastewater Virome - Urban Treatment Plant	343	GCF_000847525.1	Alfalfa mosaic virus RNA 1, complete sequence	9.108367531946962e-06
9	Wastewater Virome - Urban Treatment Plant	71	GCF_000847545.1	Tobacco mild green mosaic virus, complete genome	0.0015918096344925859
9	Wastewater Virome - Urban Treatment Plant	151	GCF_000847625.1	Sacbrood virus complete genome	0.00046120158317678
9	Wastewater Virome - Urban Treatment Plant	17	GCF_000847705.1	Vesicular exanthema of swine virus, complete genome	0.01165197560510687
9	Wastewater Virome - Urban Treatment Plant	101	GCF_000847965.1	Rabbit fibroma virus, complete genome	0.0009799198309097526
9	Wastewater Virome - Urban Treatment Plant	105	GCF_000848565.1	Soybean dwarf virus genomic RNA, complete genome, strain:YS	0.0009227885063336844
9	Wastewater Virome - Urban Treatment Plant	79	GCF_000848905.1	Simian adenovirus 25, complete genome	0.0012807556530984555
9	Wastewater Virome - Urban Treatment Plant	266	GCF_000848985.1	Enterobacteria phage Ike, complete genome	9.207383214815419e-05
9	Wastewater Virome - Urban Treatment Plant	179	GCF_000849665.1	Chlamydia phage Chp2, complete genome	0.0003244508938067338
9	Wastewater Virome - Urban Treatment Plant	121	GCF_000849945.1	Cowden I virus, complete genome	0.0007112257542894689
9	Wastewater Virome - Urban Treatment Plant	244	GCF_000851305.3	Olive latent virus 2 RNA 1, complete sequence	0.00013902302754418148
9	Wastewater Virome - Urban Treatment Plant	296	GCF_000851425.1	Black queen cell virus nonstructural polyprotein (orf1) and structural polyprotein (orf2) genes, complete cds	3.725561736323927e-05
9	Wastewater Virome - Urban Treatment Plant	226	GCF_000851625.1	Nebraska virus, complete genome	0.00018651660354132056
9	Wastewater Virome - Urban Treatment Plant	136	GCF_000852185.1	Infectious flacherie virus, complete genome	0.0005868975386002197
9	Wastewater Virome - Urban Treatment Plant	176	GCF_000852225.1	Sweet clover necrotic mosaic virus RNA 1, complete sequence	0.0003335520446200162
9	Wastewater Virome - Urban Treatment Plant	192	GCF_000853045.1	Turnip crinkle virus, complete genome	0.00029236607326230097
9	Wastewater Virome - Urban Treatment Plant	109	GCF_000853065.1	Tomato aspermy virus RNA 1, complete sequence	0.0008354480275020374
9	Wastewater Virome - Urban Treatment Plant	320	GCF_000853145.1	Cricket paralysis virus nonstructural polyprotein and structural polyprotein genes, complete cds	2.1641854913082084e-05
9	Wastewater Virome - Urban Treatment Plant	149	GCF_000853345.1	Feline calicivirus, complete genome	0.0004712576086314138
9	Wastewater Virome - Urban Treatment Plant	213	GCF_000853425.1	Mink astrovirus, complete genome	0.00021538197486626484
9	Wastewater Virome - Urban Treatment Plant	264	GCF_000853505.1	Human coronavirus 229E, complete genome	0.00010004174983088502
9	Wastewater Virome - Urban Treatment Plant	56	GCF_000853865.1	Human Coronavirus NL63, complete genome	0.0023543083822162823
9	Wastewater Virome - Urban Treatment Plant	36	GCF_000855165.1	Ovine astrovirus, complete genome	0.004312286132633167
9	Wastewater Virome - Urban Treatment Plant	27	GCF_000855725.1	Barley stripe mosaic virus RNA 1, complete sequence	0.005817924666726984
9	Wastewater Virome - Urban Treatment Plant	77	GCF_000855885.1	Pea early browning virus RNA 1, complete sequence	0.0013496004456269937
9	Wastewater Virome - Urban Treatment Plant	233	GCF_000856005.1	Oat golden stripe virus RNA1 complete genome	0.00016857272006302356
9	Wastewater Virome - Urban Treatment Plant	294	GCF_000856325.1	Panicum mosaic virus, complete genome	3.800577422339262e-05
9	Wastewater Virome - Urban Treatment Plant	55	GCF_000856805.1	Carrot mottle mimic umbravirus (CMoMV) dsRNA1, complete genome	0.0024714821073404006
9	Wastewater Virome - Urban Treatment Plant	278	GCF_000857085.1	Human adenovirus B2, complete genome	6.79833986995905e-05
9	Wastewater Virome - Urban Treatment Plant	99	GCF_000857785.1	European brown hare syndrome virus, complete genome	0.0010081356668897483
9	Wastewater Virome - Urban Treatment Plant	104	GCF_000857885.1	Human adenovirus type 35, complete genome	0.0009435606801459286
9	Wastewater Virome - Urban Treatment Plant	193	GCF_000858625.1	Human adenovirus D, complete genome	0.00028765703671535203
9	Wastewater Virome - Urban Treatment Plant	62	GCF_000858645.1	Human adenovirus type 1, complete genome	0.002111779137463015
9	Wastewater Virome - Urban Treatment Plant	57	GCF_000858685.1	Fragaria chiloensis latent virus RNA 1, complete genome	0.002296389387138373
9	Wastewater Virome - Urban Treatment Plant	241	GCF_000858865.1	Olive mild mosaic virus, complete genome	0.00014737892904512318
9	Wastewater Virome - Urban Treatment Plant	45	GCF_000859465.1	Human adenovirus 2, complete genome	0.0031557615714200003
9	Wastewater Virome - Urban Treatment Plant	53	GCF_000859485.1	Human adenovirus type 7, complete genome	0.0027213045182135596
9	Wastewater Virome - Urban Treatment Plant	19	GCF_000859645.1	Pepper mild mottle virus, complete genome	0.010779513691872775
9	Wastewater Virome - Urban Treatment Plant	169	GCF_000861205.1	Human enterovirus D, complete genome	0.0003886811026438408
9	Wastewater Virome - Urban Treatment Plant	202	GCF_000861285.1	Rabbit hemorrhagic disease virus-FRG, complete genome	0.0002448079387069212
9	Wastewater Virome - Urban Treatment Plant	333	GCF_000861325.1	Human enterovirus B, complete genome	1.338843207339821e-05
9	Wastewater Virome - Urban Treatment Plant	262	GCF_000861565.1	Simian enterovirus A, complete genome	0.00010080203833616214
9	Wastewater Virome - Urban Treatment Plant	135	GCF_000862345.1	Murine hepatitis virus strain MHV-A59 C12 mutant, complete genome	0.0005873393691649999
9	Wastewater Virome - Urban Treatment Plant	23	GCF_000862965.1	Avian infectious bronchitis virus, complete genome	0.008193151934918297
9	Wastewater Virome - Urban Treatment Plant	137	GCF_000863205.1	Bovine enterovirus, complete genome	0.0005796995471704372
9	Wastewater Virome - Urban Treatment Plant	122	GCF_000863425.1	Porcine sapelovirus 1, complete genome	0.0007009201041938947
9	Wastewater Virome - Urban Treatment Plant	267	GCF_000863485.1	Pelargonium line pattern virus isolate PV-0193, complete genome	8.608877895712967e-05
9	Wastewater Virome - Urban Treatment Plant	125	GCF_000863885.1	Stenotrophomonas phage phiSMA9, complete genome	0.00065430529196526
9	Wastewater Virome - Urban Treatment Plant	168	GCF_000864005.1	Norovirus GI, complete genome	0.00038901843652630955
9	Wastewater Virome - Urban Treatment Plant	3	GCF_000864225.1	Rotavirus C segment 1, complete sequence	0.04965452176971966
9	Wastewater Virome - Urban Treatment Plant	92	GCF_000864545.1	Enterobacteria phage ID2 Moscow/ID/2001, complete genome	0.0011223667921048755
